Profil source;Profil compare;Rang;Score global;Similarite contenu;Similarite moyenne questions;Similarite lexicale;Similarite longueur;Similarite emotionnelle;Question la plus proche;Similarite question la plus proche;Sentiment source;Sentiment compare;Score sentiment source;Score sentiment compare;Reponse source - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse compare - Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;Reponse source - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse compare - Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;Reponse source - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;Reponse compare - Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?
David alias Davos;Vincent;5;73.42;68.69;65.45;87.11;72.7;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;70.02;2 stars;2 stars;0.333;0.317;"Une volonté d’acier :
Je suis quelqu’un qui m’investit toujours à fond quand j’entreprends quelque chose c’est souvent sportif mais aussi dans ma vie de tous les jours. Sois je le fais bien sois je ne le fais pas je n’aime pas faire les choses à moitié.";"""Sur un malentendu, ça peut passer""

On m'a trop souvent dit ça notamment pour les études.";Une vingtaine d’années après la seconde guerre mondiale jusqu’au début des années 2000. Après la crise le pays commençait à se relever mais surtout à cette époque les liens sociaux étaient plus forts l’entreaide plus régulière. Plus de civilité, de valeurs et des échanges plus intéressants et constructifs. La technologie tue le lien social les humains sont de plus en plus cachés dérrière leurs écrans et on n’arrive de moins en moins a penser par soi meme avec les reseaux sociaux.;Les années 20-30, parce que y'a pas à dire, ils étaient tous hyper stylés : costard, bretelles, moustache et béret-casquette;L’intelligence pour créer des nouvelles choses, édifices ou technologies qui inspireront et aideront les nouvelles générations.;"Si on parle de compétences humaines : Dessiner
Si on parle de compétences surhumaines : voler 😋"
David alias Davos;Lexi;6;73.36;71.39;67.25;95.94;96.22;50.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;72.14;2 stars;4 stars;0.333;0.495;"Une volonté d’acier :
Je suis quelqu’un qui m’investit toujours à fond quand j’entreprends quelque chose c’est souvent sportif mais aussi dans ma vie de tous les jours. Sois je le fais bien sois je ne le fais pas je n’aime pas faire les choses à moitié.";«  les aléas du direct » parce que ma vie change au grès du direct 😅 je sais rarement où je vais ou ce que je vais faire. Je me laisse porter en fonction de mes envies et de mes opportunité.;Une vingtaine d’années après la seconde guerre mondiale jusqu’au début des années 2000. Après la crise le pays commençait à se relever mais surtout à cette époque les liens sociaux étaient plus forts l’entreaide plus régulière. Plus de civilité, de valeurs et des échanges plus intéressants et constructifs. La technologie tue le lien social les humains sont de plus en plus cachés dérrière leurs écrans et on n’arrive de moins en moins a penser par soi meme avec les reseaux sociaux.;Je ne pense pas que je voudrais vivre dans une époque différente. Déjà parce que même à notre époque la place des femmes n’est pas toujours idyllique. Vivre dans une autre époque ok mais en choisissant mon sexe biologique et mon statue sociale à la rigueur. Mais sinon, en l’état cette époque me convient très bien ! Par contre faire un saut dans le temps de quelques jours pour observer … autour de 2,8 millions d’années ça m’irait bien !;L’intelligence pour créer des nouvelles choses, édifices ou technologies qui inspireront et aideront les nouvelles générations.;Parler plusieurs langues ! Je trouve ça formidable de pouvoir communiquer largement avec le monde. Et pourquoi pas inclure dans le « plusieurs langues »être capable de comprendre le langage de d’autres animaux aussi et même celui des machines (plusieurs langages informatiques). Bref un truc autour des langues / langages.
David alias Davos;Kevin;7;72.69;71.99;67.01;85.22;72.7;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;71.53;2 stars;1 star;0.333;0.399;"Une volonté d’acier :
Je suis quelqu’un qui m’investit toujours à fond quand j’entreprends quelque chose c’est souvent sportif mais aussi dans ma vie de tous les jours. Sois je le fais bien sois je ne le fais pas je n’aime pas faire les choses à moitié.";"""L'ennui comme échappatoire"" car la peur de manquer quelque chose m'a toujours donné envie de me dépasser";Une vingtaine d’années après la seconde guerre mondiale jusqu’au début des années 2000. Après la crise le pays commençait à se relever mais surtout à cette époque les liens sociaux étaient plus forts l’entreaide plus régulière. Plus de civilité, de valeurs et des échanges plus intéressants et constructifs. La technologie tue le lien social les humains sont de plus en plus cachés dérrière leurs écrans et on n’arrive de moins en moins a penser par soi meme avec les reseaux sociaux.;Je vivrais durant la durant la seconde guerre mondiale pour comprendre comment une seule personne a, à travers ses idées, a chamboulé le cours de l'histoire;L’intelligence pour créer des nouvelles choses, édifices ou technologies qui inspireront et aideront les nouvelles générations.;Parler toutes les langues disponibles sur terre
David alias Davos;Florian;8;72.43;67.16;62.74;88.46;74.59;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;68.87;2 stars;2 stars;0.333;0.29;"Une volonté d’acier :
Je suis quelqu’un qui m’investit toujours à fond quand j’entreprends quelque chose c’est souvent sportif mais aussi dans ma vie de tous les jours. Sois je le fais bien sois je ne le fais pas je n’aime pas faire les choses à moitié.";Le titre serait « Be different » car je pense que dans la vie dans laquelle nous vivons actuellement il faut être différent et ne pas ressembler à tout le monde;Une vingtaine d’années après la seconde guerre mondiale jusqu’au début des années 2000. Après la crise le pays commençait à se relever mais surtout à cette époque les liens sociaux étaient plus forts l’entreaide plus régulière. Plus de civilité, de valeurs et des échanges plus intéressants et constructifs. La technologie tue le lien social les humains sont de plus en plus cachés dérrière leurs écrans et on n’arrive de moins en moins a penser par soi meme avec les reseaux sociaux.;Être né dans les années 50 pour vivre les meilleurs années de 70 à 90 pour vivre sans prise de tête sur tout point (sécurité, travail, fête);L’intelligence pour créer des nouvelles choses, édifices ou technologies qui inspireront et aideront les nouvelles générations.;Avoir l’oreille absolue
David alias Davos;Tam;9;72.38;77.04;69.17;77.82;72.43;50.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;76.82;2 stars;4 stars;0.333;0.253;"Une volonté d’acier :
Je suis quelqu’un qui m’investit toujours à fond quand j’entreprends quelque chose c’est souvent sportif mais aussi dans ma vie de tous les jours. Sois je le fais bien sois je ne le fais pas je n’aime pas faire les choses à moitié.";“Sans mode pause” = j’ai besoin de challenge au quotidien dans ma vie pro, perso ou via le sport. J’aime être entouré, échangé et me laisser inspiré par mon entourage. Bref je m’arrête jamais 🙃;Une vingtaine d’années après la seconde guerre mondiale jusqu’au début des années 2000. Après la crise le pays commençait à se relever mais surtout à cette époque les liens sociaux étaient plus forts l’entreaide plus régulière. Plus de civilité, de valeurs et des échanges plus intéressants et constructifs. La technologie tue le lien social les humains sont de plus en plus cachés dérrière leurs écrans et on n’arrive de moins en moins a penser par soi meme avec les reseaux sociaux.;Les années 80’ pour l’ambiance explosif, la créativité, la convivialité de cette époque;L’intelligence pour créer des nouvelles choses, édifices ou technologies qui inspireront et aideront les nouvelles générations.;Être manuelle
David alias Davos;Eva;10;70.75;73.77;68.67;90.93;85.41;25.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;76.07;2 stars;5 stars;0.333;0.587;"Une volonté d’acier :
Je suis quelqu’un qui m’investit toujours à fond quand j’entreprends quelque chose c’est souvent sportif mais aussi dans ma vie de tous les jours. Sois je le fais bien sois je ne le fais pas je n’aime pas faire les choses à moitié.";"Entre énergie et bienveillance
Car j’utilise sans cesse mon énergie dans tous les sens du terme . D’abord parce que je déborde d’énergie et d’idées . Je ne peux jamais rester sans un projet en cours de réalisation ( immobilier , carrière , sport , formation etc…) et parce que je suis très sensible aux énergies des personnes ( ce qu’elle dégage , leur manière de fonctionner etc…) 
J’allie dans ma philosophie de vie l’énergie à la bienveillance. Je travaille tous les jours en ce sens . En privé comme dans le domaine professionnel je suis très à cheval sur la manière de traiter autrui et de ce comporter . La bienveillance ainsi que mon énergie me pousse à apprendre sans cesse le corps humain et la santé car j’ai envie d’aider au mieux les gens que je rencontre .";Une vingtaine d’années après la seconde guerre mondiale jusqu’au début des années 2000. Après la crise le pays commençait à se relever mais surtout à cette époque les liens sociaux étaient plus forts l’entreaide plus régulière. Plus de civilité, de valeurs et des échanges plus intéressants et constructifs. La technologie tue le lien social les humains sont de plus en plus cachés dérrière leurs écrans et on n’arrive de moins en moins a penser par soi meme avec les reseaux sociaux.;Je vivrais à l’époque de mes grands parents où il y avait des bases saines en matière de santé ( mode d’alimentation : moins de viande et plus de végétaux , méthode curative orientée vers des remèdes simples et naturels avant d’en venir aux médicaments et très peu de technologies pour éviter nous écarter de l’essentiel);L’intelligence pour créer des nouvelles choses, édifices ou technologies qui inspireront et aideront les nouvelles générations.;J’aimerai être capable de connaître parfaitement le fonctionnement physiologique du corps humain
Joyce;Lou;1;74.45;68.51;58.83;96.96;87.3;100.0;Si un documentaire devait être réalisé sur votre vie, quel en serait le titre et pourquoi ?;64.79;5 stars;5 stars;0.46;0.414;Mon parcours scolaire car j'ai échoué 3 fois mais j'ai été diplômé au final;Repousse tes limites. Car ma vie est basée de pleins d’étapes qui m’ont toutes apprises à repousser de plus en plus mes propres limites;Année 90 la meilleure génération;Idéalement je ne changerai pas mais s’il faut choisir une époque ça serait la révolution française pour vivre ce grand changement en France (1789);La pâtisserie;Pouvoir parler de nombreuses langues pour ainsi voyager dans beaucoup de pays et avoir potentiellement un meilleur carrière professionnelle
Joyce;Tom;2;73.63;62.21;64.82;95.65;100.0;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;74.76;5 stars;5 stars;0.46;0.57;Mon parcours scolaire car j'ai échoué 3 fois mais j'ai été diplômé au final;L’incroyable vie de Thomas Button;Année 90 la meilleure génération;Les Années 40, parce que l’élégance était une règle d’or;La pâtisserie;Savoir volé dans les airs
Joyce;Antoine;3;72.83;60.82;70.09;86.96;97.03;100.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;84.66;5 stars;5 stars;0.46;0.385;Mon parcours scolaire car j'ai échoué 3 fois mais j'ai été diplômé au final;A Star is Born certainement;Année 90 la meilleure génération;Les années 80, sans réseaux sociaux;La pâtisserie;Menuiserie
Joyce;Emilie;4;72.46;66.33;60.71;87.43;84.05;100.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;65.71;5 stars;5 stars;0.46;0.41;Mon parcours scolaire car j'ai échoué 3 fois mais j'ai été diplômé au final;"La multi vie !
Parce j'aime avoir plein de projets et d'idées différentes, et de pouvoir en réaliser un maximum avec un minimum de concessions : le boulot passion, la maison, les voyages, et peut être d'autres ?";Année 90 la meilleure génération;Je dirai peut être la période des découvertes du monde, de l'Amérique etc, pour le côté aventure et nouveauté, mais si possible sans la partie mise en escalavage;La pâtisserie;Apprendre une langue en 20 min, pour pouvoir apprendre et échanger partout où je vais !
Joyce;Tam;5;71.75;62.27;72.18;94.65;92.16;75.0;Imaginez que vous puissiez développer une nouvelle compétence instantanément. Laquelle ce serait ?;82.47;5 stars;4 stars;0.46;0.253;Mon parcours scolaire car j'ai échoué 3 fois mais j'ai été diplômé au final;“Sans mode pause” = j’ai besoin de challenge au quotidien dans ma vie pro, perso ou via le sport. J’aime être entouré, échangé et me laisser inspiré par mon entourage. Bref je m’arrête jamais 🙃;Année 90 la meilleure génération;Les années 80’ pour l’ambiance explosif, la créativité, la convivialité de cette époque;La pâtisserie;Être manuelle
Joyce;Thibault;6;71.33;64.11;65.78;94.86;91.35;75.0;Si vous pouviez vivre dans une époque différente, laquelle choisiriez-vous et pourquoi ?;70.05;5 stars;4 stars;0.46;0.339;Mon parcours scolaire car j'ai échoué 3 fois mais j'ai été diplômé au final;Le titre serait « Envers et contre tous » car j’ai des objectifs et un parcours de vie qui sont éloignés des autres personnes de mon entourage;Année 90 la meilleure génération;Les années 1920, période Gatsby. Époque avec beaucoup plus d’élégance, de traditions, c’est l’époque de tout les possibles;La pâtisserie;Capacité à mémoriser les choses à l’infini
